,Time,Current,Voltage,Ramp
1264,2150363.6056147474,1.0808820244972989e-07,0.4892432338889152,1
1265,2151613.817013361,1.0684380749855669e-07,0.4884382538236453,1
1266,2152864.0284119737,1.0561145609385257e-07,0.4876332713131342,1
1267,2154114.239810587,1.0439114823561753e-07,0.4868282863573819,1
1268,2155364.4512092,1.0318288392385161e-07,0.4860232989563883,1
1269,2156614.662607813,1.0198666315855473e-07,0.4852183091101534,1
1270,2157864.8740064264,1.0080248593972693e-07,0.4844133168186773,1
1271,2159115.08540504,9.963035226736823e-08,0.48360832208196,1
1272,2160365.296803653,9.847026214147861e-08,0.4828033249000014,1
1273,2161615.5082022664,9.732221556205808e-08,0.4819983252728015,1
1274,2162865.71960088,9.618621252910661e-08,0.4811933232003605,1
1275,2164115.9309994928,9.506225304262425e-08,0.4803883186826782,1
1276,2165366.142398105,9.395033710261094e-08,0.4795833117197546,1
1277,2166616.353796719,9.285046470906674e-08,0.4787783023115898,1
1278,2167866.565195332,9.176263586199165e-08,0.4779732904581837,1
1279,2169116.776593945,9.068685056138557e-08,0.4771682761595365,1
1280,2170366.9879925586,8.962310880724863e-08,0.4763632594156479,1
1281,2171617.199391172,8.857141059958075e-08,0.4755582402265181,1
1282,2172867.410789785,8.753175593838196e-08,0.4747532185921471,1
1283,2174117.6221883986,8.650414482365224e-08,0.4739481945125349,1
1284,2175367.833587012,8.548857725539162e-08,0.4731431679876813,1
1285,2176618.044985625,8.448505323360009e-08,0.4723381390175866,1
1286,2177868.256384238,8.349357275827762e-08,0.4715331076022506,1
1287,2179118.467782852,8.251413582942422e-08,0.4707280737416733,1
1288,2180368.6791814645,8.154674244703994e-08,0.4699230374358549,1
1289,2181618.8905800777,8.059139261112473e-08,0.4691179986847951,1
1290,2182869.1019786918,7.96480863216786e-08,0.4683129574884941,1
1291,2184119.3133773045,7.871682357870153e-08,0.4675079138469519,1
1292,2185369.5247759176,7.779760438219357e-08,0.4667028677601684,1
1293,2186619.736174531,7.68904287321547e-08,0.4658978192281438,1
1294,2187869.947573144,7.59952966285849e-08,0.4650927682508778,1
1295,2189120.1589717567,7.51122080714842e-08,0.4642877148283706,1
1296,2190370.3703703703,7.424116306085253e-08,0.4634826589606222,1
1297,2191620.5817689835,7.338216159669e-08,0.4626776006476324,1
1298,2192870.7931675967,7.253520367899654e-08,0.4618725398894016,1
1299,2194121.0045662103,7.170028930777215e-08,0.4610674766859294,1
1300,2195371.2159648235,7.087741848301686e-08,0.4602624110372159,1
1301,2196621.4273634367,7.006659120473063e-08,0.4594573429432613,1
1302,2197871.6387620494,6.926780747291347e-08,0.4586522724040653,1
1303,2199121.850160663,6.848106728756543e-08,0.4578471994196282,1
1304,2200372.061559276,6.770637064868646e-08,0.4570421239899498,1
1305,2201622.2729578894,6.694371755627658e-08,0.4562370461150302,1
1306,2202872.4843565025,6.619310801033577e-08,0.4554319657948693,1
1307,2204122.695755116,6.545454201086405e-08,0.4546268830294672,1
1308,2205372.9071537293,6.47280195578614e-08,0.4538217978188238,1
1309,2206623.1185523425,6.401354065132784e-08,0.4530167101629392,1
1310,2207873.329950956,6.331110529126337e-08,0.4522116200618133,1
1311,2209123.541349569,6.262071347769166e-08,0.4514065275156168,1
1312,2210373.752748182,6.215826357196091e-08,0.4505753590846426,1
1313,2211623.964146795,6.163931443902247e-08,0.449739262637058,1
1314,2212874.1755454084,6.12129219745569e-08,0.4489262998732599,1
1315,2214124.386944021,6.075466568667057e-08,0.4481135689115234,1
1316,2215374.5983426347,6.026940377707094e-08,0.4473046178092543,1
1317,2216624.8097412484,5.97864230855629e-08,0.4464934797574111,1
1318,2217875.021139861,5.9295635542096126e-08,0.4456849996330899,1
1319,2219125.2325384747,5.880224189767402e-08,0.4448748836490929,1
1320,2220375.443937088,5.831543162527392e-08,0.444067300126594,1
1321,2221625.6553357006,5.7815762297572346e-08,0.4432581792487512,1
1322,2222875.8667343142,5.7342248511570106e-08,0.4424507768328517,1
1323,2224126.0781329274,5.6876890142544976e-08,0.4416499164098622,1
1324,2225376.2895315406,5.6409944977585046e-08,0.4408448477795553,1
1325,2226626.5009301538,5.594032407547909e-08,0.4400399700295239,1
1326,2227876.7123287674,5.5469739805302055e-08,0.4392319234290489,1
1327,2229126.9237273806,5.5012847884804574e-08,0.4384292506219226,1
1328,2230377.1351259938,5.456617099834551e-08,0.4376273331251217,1
1329,2231627.346524607,5.413816923573574e-08,0.436830277004114,1
1330,2232877.55792322,5.37018983379612e-08,0.4360330060109825,1
1331,2234127.769321833,5.3276263981611634e-08,0.4352314944053321,1
1332,2235377.9807204464,5.28508649516189e-08,0.4344297409136956,1
1333,2236628.19211906,5.243525085732253e-08,0.4336323694071064,1
1334,2237878.403517673,5.2024164462422645e-08,0.4328358104276379,1
1335,2239128.6149162864,5.1613405649386154e-08,0.432034169408198,1
1336,2240378.8263149,5.1205925345658715e-08,0.4312362823327224,1
